ENSG00000148384.13	INPP5E
ENSG00000197565.16	COL4A6
ENSG00000130940.15	CASZ1
ENSG00000163395.17	IGFN1
ENSG00000099812.9	MISP
ENSG00000164855.16	TMEM184A
ENSG00000132842.14	AP3B1
ENSG00000155016.18	CYP2U1
ENSG00000140416.23	TPM1
ENSG00000108306.13	FBXL20
ENSG00000134419.15	RPS15A
ENSG00000137440.5	FGFBP1
ENSG00000164081.12	TEX264
ENSG00000153201.16	RANBP2
ENSG00000169519.21	METTL15
ENSG00000080603.17	SRCAP
ENSG00000135124.14	P2RX4
ENSG00000198876.13	DCAF12
ENSG00000166946.14	CCNDBP1
ENSG00000138606.19	SHF
ENSG00000077585.14	GPR137B
ENSG00000113460.13	BRIX1
ENSG00000157617.17	C2CD2
ENSG00000125952.20	MAX
ENSG00000134864.10	GGACT
ENSG00000175048.17	ZDHHC14
ENSG00000135723.14	FHOD1
ENSG00000277531.2	PNMA8C
ENSG00000136986.10	DERL1
ENSG00000166402.9	TUB
ENSG00000129675.16	ARHGEF6
ENSG00000064195.7	DLX3
ENSG00000104427.12	ZC2HC1A
ENSG00000187094.12	CCK
ENSG00000008018.9	PSMB1
ENSG00000158773.14	USF1
ENSG00000166165.13	CKB
ENSG00000010292.13	NCAPD2
ENSG00000113971.20	NPHP3
ENSG00000114354.14	TFG
ENSG00000143297.19	FCRL5
ENSG00000160293.17	VAV2
ENSG00000139914.6	FITM1
ENSG00000170876.8	TMEM43
ENSG00000005194.15	CIAPIN1
ENSG00000174996.11	KLC2
ENSG00000133059.17	DSTYK
ENSG00000008988.9	RPS20
ENSG00000163145.12	C1QTNF7
ENSG00000171295.13	ZNF440
ENSG00000177728.17	TMEM94
ENSG00000205593.12	DENND6B
ENSG00000143418.19	CERS2
ENSG00000160712.13	IL6R
ENSG00000133393.13	FOPNL
ENSG00000213214.5	ARHGEF35
ENSG00000084710.14	EFR3B
ENSG00000166794.5	PPIB
ENSG00000197548.12	ATG7
ENSG00000159128.14	IFNGR2
ENSG00000162337.12	LRP5
ENSG00000173327.8	MAP3K11
ENSG00000180198.16	RCC1
ENSG00000101343.14	CRNKL1
ENSG00000112234.9	FBXL4
ENSG00000124541.7	RRP36
ENSG00000266472.5	MRPS21
ENSG00000198276.16	UCKL1
ENSG00000137274.13	BPHL
ENSG00000225663.8	MCRIP1
ENSG00000141252.20	VPS53
ENSG00000164366.4	CCDC127
ENSG00000141026.6	MED9
ENSG00000138078.16	PREPL
ENSG00000235162.9	C12orf75
ENSG00000121486.12	TRMT1L
ENSG00000158715.6	SLC45A3
ENSG00000135999.12	EPC2
ENSG00000177459.11	ERICH5
ENSG00000118420.17	UBE3D
ENSG00000155380.12	SLC16A1
ENSG00000084731.15	KIF3C
ENSG00000138092.11	CENPO
ENSG00000184905.9	TCEAL2
ENSG00000107863.18	ARHGAP21
ENSG00000115289.14	PCGF1
ENSG00000114019.14	AMOTL2
ENSG00000115598.10	IL1RL2
ENSG00000107521.19	HPS1
ENSG00000163138.19	PACRGL
ENSG00000125538.12	IL1B
ENSG00000138347.15	MYPN
ENSG00000137198.10	GMPR
ENSG00000182534.13	MXRA7
ENSG00000135049.15	AGTPBP1
ENSG00000184588.18	PDE4B
ENSG00000157693.15	TMEM268
ENSG00000204019.5	CT83
ENSG00000164346.10	NSA2
ENSG00000154040.20	CABYR
ENSG00000175164.15	ABO
ENSG00000197020.11	ZNF100
ENSG00000104231.11	ZFAND1
ENSG00000148498.16	PARD3
ENSG00000198157.11	HMGN5
ENSG00000145331.14	TRMT10A
ENSG00000058091.17	CDK14
ENSG00000067057.17	PFKP
ENSG00000109670.16	FBXW7
ENSG00000133110.15	POSTN
ENSG00000160188.10	RSPH1
ENSG00000124659.7	TBCC
ENSG00000164933.12	SLC25A32
ENSG00000157212.19	PAXIP1
ENSG00000010818.10	HIVEP2
ENSG00000133106.14	EPSTI1
ENSG00000171262.11	FAM98B
ENSG00000173171.14	MTX1
ENSG00000089063.15	TMEM230
ENSG00000174917.8	C19orf70
ENSG00000174791.11	RIN1
ENSG00000149476.15	TKFC
ENSG00000170485.17	NPAS2
ENSG00000174748.22	RPL15
ENSG00000105835.12	NAMPT
ENSG00000136960.12	ENPP2
ENSG00000119699.7	TGFB3
ENSG00000146216.13	TTBK1
ENSG00000152592.14	DMP1
ENSG00000196126.11	HLA-DRB1
ENSG00000172428.11	COPS9
ENSG00000087365.16	SF3B2
ENSG00000170571.12	EMB
ENSG00000130649.10	CYP2E1
ENSG00000023902.14	PLEKHO1
ENSG00000100453.13	GZMB
ENSG00000004455.17	AK2
ENSG00000106009.16	BRAT1
ENSG00000177000.13	MTHFR
ENSG00000182621.18	PLCB1
ENSG00000187242.6	KRT12
ENSG00000145681.11	HAPLN1
ENSG00000205084.11	TMEM231
ENSG00000203697.12	CAPN8
ENSG00000239306.5	RBM14
ENSG00000148513.18	ANKRD30A
ENSG00000284691.1	AC073111.5
ENSG00000174744.14	BRMS1
ENSG00000106211.9	HSPB1
ENSG00000176092.15	CRYBG2
ENSG00000135077.9	HAVCR2
ENSG00000189339.12	SLC35E2B
ENSG00000142188.17	TMEM50B
ENSG00000116199.12	FAM20B
ENSG00000135423.13	GLS2
ENSG00000131759.18	RARA
ENSG00000108786.10	HSD17B1
ENSG00000105767.3	CADM4
ENSG00000134001.14	EIF2S1
ENSG00000160410.15	SHKBP1
ENSG00000169213.7	RAB3B
ENSG00000072756.17	TRNT1
ENSG00000172985.11	SH3RF3
ENSG00000147443.13	DOK2
ENSG00000018408.14	WWTR1
ENSG00000164167.12	LSM6
ENSG00000182732.18	RGS6
ENSG00000060971.18	ACAA1
ENSG00000198728.11	LDB1
ENSG00000205420.11	KRT6A
ENSG00000019102.12	VSIG2
ENSG00000139437.18	TCHP
ENSG00000197933.13	ZNF823
ENSG00000188636.4	RTL6
ENSG00000126882.13	FAM78A
ENSG00000164074.15	ABHD18
ENSG00000067066.17	SP100
ENSG00000124701.5	APOBEC2
ENSG00000182180.14	MRPS16
ENSG00000267673.6	FDX2
ENSG00000241973.11	PI4KA
ENSG00000242366.3	UGT1A8
ENSG00000110497.14	AMBRA1
ENSG00000185615.16	PDIA2
ENSG00000109107.14	ALDOC
ENSG00000198673.10	FAM19A2
ENSG00000183741.12	CBX6
ENSG00000021300.14	PLEKHB1
ENSG00000168303.9	MPLKIP
ENSG00000221838.10	AP4M1
ENSG00000134398.15	ERN2
ENSG00000087269.16	NOP14
ENSG00000102858.13	MGRN1
ENSG00000011021.23	CLCN6
ENSG00000111432.4	FZD10
ENSG00000188897.9	AC099489.1
ENSG00000116039.13	ATP6V1B1
ENSG00000211950.2	IGHV1-24
ENSG00000164309.15	CMYA5
ENSG00000187514.16	PTMA
ENSG00000102606.18	ARHGEF7
ENSG00000091317.8	CMTM6
ENSG00000127080.10	IPPK
ENSG00000178567.8	EPM2AIP1
ENSG00000196549.11	MME
ENSG00000112343.11	TRIM38
ENSG00000198113.3	TOR4A
ENSG00000160446.19	ZDHHC12
ENSG00000116983.13	HPCAL4
ENSG00000185736.16	ADARB2
ENSG00000154122.14	ANKH
ENSG00000139218.18	SCAF11
ENSG00000152804.11	HHEX
ENSG00000070614.15	NDST1
ENSG00000168763.16	CNNM3
ENSG00000198373.12	WWP2
ENSG00000213397.10	HAUS7
ENSG00000029993.15	HMGB3
ENSG00000130159.14	ECSIT
ENSG00000211831.2	TRAJ61
ENSG00000026103.22	FAS
ENSG00000117751.18	PPP1R8
ENSG00000138795.10	LEF1
ENSG00000163935.14	SFMBT1
ENSG00000168028.14	RPSA
ENSG00000172380.6	GNG12
ENSG00000132819.17	RBM38
ENSG00000124523.16	SIRT5
ENSG00000137171.15	KLC4
ENSG00000186470.14	BTN3A2
ENSG00000196511.14	TPK1
ENSG00000139719.11	VPS33A
ENSG00000156471.13	PTDSS1
ENSG00000178199.14	ZC3H12D
ENSG00000198920.11	KIAA0753
ENSG00000075461.6	CACNG4
ENSG00000133055.9	MYBPH
ENSG00000131951.11	LRRC9
ENSG00000196235.14	SUPT5H
ENSG00000198301.12	SDAD1
ENSG00000088325.16	TPX2
ENSG00000157131.11	C8A
ENSG00000215717.7	TMEM167B
ENSG00000127081.14	ZNF484
ENSG00000138382.15	METTL5
ENSG00000168096.15	ANKS3
ENSG00000006788.14	MYH13
ENSG00000145741.15	BTF3
ENSG00000110777.12	POU2AF1
ENSG00000136732.16	GYPC
ENSG00000142409.6	ZNF787
ENSG00000170681.7	CAVIN4
ENSG00000138074.15	SLC5A6
ENSG00000172500.13	FIBP
ENSG00000070961.15	ATP2B1
ENSG00000142765.18	SYTL1
ENSG00000155463.14	OXA1L
ENSG00000139193.3	CD27
ENSG00000224960.5	PPP4R3C
ENSG00000275993.3	SIK1B
ENSG00000158560.14	DYNC1I1
ENSG00000128908.17	INO80
ENSG00000168994.14	PXDC1
ENSG00000006377.11	DLX6
ENSG00000138162.19	TACC2
ENSG00000163808.17	KIF15
ENSG00000178531.6	CTXN1
ENSG00000135378.4	PRRG4
ENSG00000167460.17	TPM4
ENSG00000157259.8	GATAD1
ENSG00000132109.10	TRIM21
ENSG00000137996.12	RTCA
ENSG00000181291.8	TMEM132E
ENSG00000204442.4	FAM155A
ENSG00000118762.8	PKD2
ENSG00000111897.7	SERINC1
ENSG00000145907.15	G3BP1
ENSG00000197506.8	SLC28A3
ENSG00000136193.17	SCRN1
ENSG00000140307.11	GTF2A2
ENSG00000085719.13	CPNE3
ENSG00000182022.18	CHST15
ENSG00000197766.8	CFD
ENSG00000171714.12	ANO5
ENSG00000226887.8	ERVMER34-1
ENSG00000185924.7	RTN4RL1
ENSG00000151151.6	IPMK
ENSG00000186106.11	ANKRD46
ENSG00000145214.14	DGKQ
ENSG00000119681.12	LTBP2
ENSG00000073711.11	PPP2R3A
ENSG00000101421.4	CHMP4B
ENSG00000143196.5	DPT
ENSG00000071462.12	BUD23
ENSG00000035681.9	NSMAF
ENSG00000163235.16	TGFA
ENSG00000164898.13	FMC1
ENSG00000196976.7	LAGE3
ENSG00000198842.10	DUSP27
ENSG00000171574.18	ZNF584
ENSG00000114859.16	CLCN2
ENSG00000166197.17	NOLC1
ENSG00000134222.16	PSRC1
ENSG00000160710.17	ADAR
ENSG00000112983.17	BRD8
ENSG00000186908.14	ZDHHC17
ENSG00000156858.11	PRR14
ENSG00000142867.14	BCL10
ENSG00000119431.9	HDHD3
ENSG00000143436.11	MRPL9
ENSG00000127580.17	WDR24
ENSG00000170509.12	HSD17B13
ENSG00000135414.10	GDF11
ENSG00000073605.18	GSDMB
ENSG00000175216.15	CKAP5
ENSG00000239571.1	IGKV2D-30
ENSG00000025772.8	TOMM34
ENSG00000106772.18	PRUNE2
ENSG00000109466.14	KLHL2
ENSG00000091651.9	ORC6
ENSG00000149357.10	LAMTOR1
ENSG00000112499.13	SLC22A2
ENSG00000046647.13	GEMIN8
ENSG00000136819.15	C9orf78
ENSG00000165915.14	SLC39A13
ENSG00000254726.3	MEX3A
ENSG00000104332.12	SFRP1
ENSG00000137343.18	ATAT1
ENSG00000140022.13	STON2
ENSG00000169621.10	APLF
ENSG00000176153.12	GPX2
ENSG00000165912.16	PACSIN3
ENSG00000108106.14	UBE2S
ENSG00000162144.10	CYB561A3
ENSG00000120440.15	TTLL2
ENSG00000141456.16	PELP1
ENSG00000167861.16	HID1
ENSG00000154479.13	CCDC173
ENSG00000182742.6	HOXB4
ENSG00000143324.14	XPR1
ENSG00000189334.9	S100A14
ENSG00000095319.14	NUP188
ENSG00000128578.10	STRIP2
ENSG00000159720.12	ATP6V0D1
ENSG00000256806.6	C17orf100
ENSG00000112299.8	VNN1
ENSG00000211896.7	IGHG1
ENSG00000145555.15	MYO10
ENSG00000175857.8	GAPT
ENSG00000164292.13	RHOBTB3
ENSG00000183648.11	NDUFB1
ENSG00000154781.16	CCDC174
ENSG00000160216.21	AGPAT3
ENSG00000006530.18	AGK
ENSG00000170584.11	NUDCD2
ENSG00000173535.15	TNFRSF10C
ENSG00000164219.10	PGGT1B
ENSG00000105939.13	ZC3HAV1
ENSG00000134453.16	RBM17
ENSG00000182568.17	SATB1
ENSG00000112319.19	EYA4
ENSG00000149633.12	KIAA1755
ENSG00000175183.10	CSRP2
ENSG00000170439.7	METTL7B
ENSG00000131943.18	C19orf12
ENSG00000138639.18	ARHGAP24
ENSG00000129514.8	FOXA1
ENSG00000162852.14	CNST
ENSG00000107554.17	DNMBP
ENSG00000169925.17	BRD3
ENSG00000107099.15	DOCK8
ENSG00000038210.14	PI4K2B
ENSG00000204498.11	NFKBIL1
ENSG00000104973.18	MED25
ENSG00000043514.17	TRIT1
ENSG00000137818.12	RPLP1
ENSG00000113721.14	PDGFRB
ENSG00000116580.18	GON4L
ENSG00000112290.13	WASF1
ENSG00000278224.7	PRICKLE4
ENSG00000081189.16	MEF2C
ENSG00000146701.12	MDH2
ENSG00000101096.20	NFATC2
ENSG00000100109.17	TFIP11
ENSG00000107862.5	GBF1
ENSG00000225697.13	SLC26A6
ENSG00000261456.6	TUBB8
ENSG00000185198.11	PRSS57
ENSG00000121753.12	ADGRB2
ENSG00000106624.11	AEBP1
ENSG00000139514.13	SLC7A1
ENSG00000127527.14	EPS15L1
ENSG00000186501.14	TMEM222
ENSG00000122224.18	LY9
ENSG00000108510.10	MED13
ENSG00000186487.20	MYT1L
ENSG00000021852.13	C8B
ENSG00000109654.15	TRIM2
ENSG00000115956.10	PLEK
ENSG00000143093.15	STRIP1
ENSG00000152382.6	TADA1
ENSG00000163382.12	NAXE
ENSG00000149654.11	CDH22
ENSG00000133124.11	IRS4
ENSG00000166173.11	LARP6
ENSG00000135413.9	LACRT
ENSG00000171124.13	FUT3
ENSG00000126458.4	RRAS
ENSG00000105427.10	CNFN
ENSG00000135835.12	KIAA1614
ENSG00000114480.13	GBE1
ENSG00000165168.8	CYBB
ENSG00000113319.13	RASGRF2
ENSG00000275835.5	TUBGCP5
ENSG00000127328.21	RAB3IP
ENSG00000183785.15	TUBA8
ENSG00000102543.14	CDADC1
ENSG00000170835.16	CEL
ENSG00000114391.13	RPL24
ENSG00000109911.19	ELP4
ENSG00000125398.8	SOX9
ENSG00000163171.8	CDC42EP3
ENSG00000157216.15	SSBP3
ENSG00000128242.13	GAL3ST1
ENSG00000073792.16	IGF2BP2
ENSG00000167397.15	VKORC1
ENSG00000240720.8	LRRD1
ENSG00000126215.14	XRCC3
ENSG00000140612.14	SEC11A
ENSG00000171735.19	CAMTA1
ENSG00000182944.17	EWSR1
ENSG00000132793.11	LPIN3
ENSG00000099783.12	HNRNPM
ENSG00000102837.7	OLFM4
ENSG00000114473.14	IQCG
ENSG00000186001.14	LRCH3
ENSG00000145626.12	UGT3A1
ENSG00000185985.10	SLITRK2
ENSG00000126767.18	ELK1
ENSG00000031691.7	CENPQ
ENSG00000115539.14	PDCL3
ENSG00000150681.10	RGS18
ENSG00000137673.9	MMP7
ENSG00000018236.15	CNTN1
ENSG00000091972.18	CD200
ENSG00000164708.6	PGAM2
ENSG00000170632.14	ARMC10
ENSG00000095370.20	SH2D3C
ENSG00000198873.12	GRK5
ENSG00000197728.11	RPS26
ENSG00000162511.8	LAPTM5
ENSG00000162521.19	RBBP4
ENSG00000173821.19	RNF213
ENSG00000165637.13	VDAC2
ENSG00000183496.6	MEX3B
ENSG00000101489.20	CELF4
ENSG00000162706.13	CADM3
ENSG00000163888.4	CAMK2N2
ENSG00000123607.15	TTC21B
ENSG00000089351.14	GRAMD1A
ENSG00000115884.11	SDC1
ENSG00000141522.12	ARHGDIA
ENSG00000171848.15	RRM2
ENSG00000261221.3	ZNF865
ENSG00000116898.12	MRPS15
ENSG00000138182.14	KIF20B
ENSG00000121351.8	IAPP
ENSG00000101126.18	ADNP
ENSG00000185813.11	PCYT2
ENSG00000017797.13	RALBP1
ENSG00000135801.9	TAF5L
ENSG00000092421.16	SEMA6A
ENSG00000136104.21	RNASEH2B
ENSG00000266967.7	AARSD1
ENSG00000047365.12	ARAP2
ENSG00000166839.17	ANKDD1A
ENSG00000131018.24	SYNE1
ENSG00000111785.21	RIC8B
ENSG00000126016.15	AMOT
ENSG00000024862.17	CCDC28A
ENSG00000145335.17	SNCA
ENSG00000166106.3	ADAMTS15
ENSG00000204435.14	CSNK2B
ENSG00000100603.14	SNW1
ENSG00000115355.17	CCDC88A
ENSG00000133895.16	MEN1
ENSG00000073111.14	MCM2
ENSG00000122877.16	EGR2
ENSG00000167641.11	PPP1R14A
ENSG00000072694.21	FCGR2B
ENSG00000102313.9	ITIH6
ENSG00000149150.9	SLC43A1
ENSG00000142655.13	PEX14
ENSG00000184697.7	CLDN6
ENSG00000155622.7	XAGE2
ENSG00000100997.20	ABHD12
ENSG00000059769.20	DNAJC25
ENSG00000137845.15	ADAM10
ENSG00000196422.11	PPP1R26
ENSG00000119778.15	ATAD2B
ENSG00000156313.15	RPGR
ENSG00000122952.17	ZWINT
ENSG00000176014.13	TUBB6
ENSG00000239998.6	LILRA2
ENSG00000103569.10	AQP9
ENSG00000111077.18	TNS2
ENSG00000123728.10	RAP2C
ENSG00000174059.17	CD34
ENSG00000141858.12	SAMD1
ENSG00000144597.14	EAF1
ENSG00000148468.17	FAM171A1
ENSG00000188554.14	NBR1
ENSG00000128833.13	MYO5C
ENSG00000180917.17	CMTR2
ENSG00000178252.18	WDR6
ENSG00000132840.10	BHMT2
ENSG00000243509.6	TNFRSF6B
ENSG00000169550.14	MUC15
ENSG00000129351.17	ILF3
ENSG00000180481.11	GLIPR1L2
ENSG00000122574.10	WIPF3
ENSG00000140044.13	JDP2
ENSG00000169241.19	SLC50A1
ENSG00000104549.12	SQLE
ENSG00000158805.12	ZNF276
ENSG00000213064.10	SFT2D2
ENSG00000188559.15	RALGAPA2
ENSG00000139112.11	GABARAPL1
ENSG00000034713.8	GABARAPL2
ENSG00000002549.12	LAP3
ENSG00000120063.10	GNA13
ENSG00000224650.2	IGHV3-74
ENSG00000110619.17	CARS
ENSG00000026025.16	VIM
ENSG00000178385.15	PLEKHM3
ENSG00000157851.17	DPYSL5
ENSG00000130414.12	NDUFA10
ENSG00000099260.11	PALMD
ENSG00000185070.11	FLRT2
ENSG00000151743.11	AMN1
ENSG00000166145.14	SPINT1
ENSG00000204315.4	FKBPL
ENSG00000275004.4	ZNF280B
ENSG00000215712.11	TMEM242
ENSG00000129562.11	DAD1
ENSG00000007376.8	RPUSD1
ENSG00000211974.3	IGHV2-70D
ENSG00000166478.10	ZNF143
ENSG00000132016.11	C19orf57
ENSG00000112335.15	SNX3
ENSG00000162139.10	NEU3
ENSG00000104983.8	CCDC61
ENSG00000166337.10	TAF10
ENSG00000159224.4	GIP
ENSG00000149554.13	CHEK1
ENSG00000265241.7	RBM8A
ENSG00000140398.14	NEIL1
ENSG00000139131.13	YARS2
ENSG00000170909.13	OSCAR
ENSG00000198093.11	ZNF649
ENSG00000177302.15	TOP3A
ENSG00000158270.12	COLEC12
ENSG00000117335.20	CD46
ENSG00000189056.14	RELN
ENSG00000197713.15	RPE
ENSG00000171495.17	MROH2B
ENSG00000028277.21	POU2F2
ENSG00000184508.12	HDDC3
ENSG00000204590.12	GNL1
ENSG00000120159.13	CAAP1
ENSG00000104537.17	ANXA13
ENSG00000198408.14	MGEA5
ENSG00000060656.20	PTPRU
ENSG00000119866.22	BCL11A
ENSG00000164308.17	ERAP2
ENSG00000178537.10	SLC25A20
ENSG00000214367.8	HAUS3
ENSG00000129158.11	SERGEF
ENSG00000205186.4	FABP9
ENSG00000164808.17	SPIDR
ENSG00000128564.7	VGF
ENSG00000256463.8	SALL3
ENSG00000162944.11	RFTN2
ENSG00000198846.6	TOX
ENSG00000048991.16	R3HDM1
ENSG00000145861.9	C1QTNF2
ENSG00000103449.12	SALL1
ENSG00000183036.11	PCP4
ENSG00000132603.15	NIP7
ENSG00000146904.9	EPHA1
ENSG00000154016.13	GRAP
ENSG00000147481.17	SNTG1
ENSG00000186010.19	NDUFA13
ENSG00000067798.16	NAV3
ENSG00000117115.13	PADI2
ENSG00000141627.13	DYM
ENSG00000188612.12	SUMO2
ENSG00000214160.10	ALG3
ENSG00000151789.12	ZNF385D
ENSG00000101367.9	MAPRE1
ENSG00000136521.13	NDUFB5
ENSG00000126950.8	TMEM35A
ENSG00000121361.5	KCNJ8
ENSG00000108602.18	ALDH3A1
ENSG00000107897.19	ACBD5
ENSG00000111229.16	ARPC3
ENSG00000143158.11	MPC2
ENSG00000164106.8	SCRG1
ENSG00000152439.13	ZNF773
ENSG00000188026.13	RILPL1
ENSG00000125772.14	GPCPD1
ENSG00000064932.16	SBNO2
ENSG00000243147.8	MRPL33
ENSG00000213759.10	UGT2B11
ENSG00000109971.14	HSPA8
ENSG00000121060.18	TRIM25
ENSG00000138303.18	ASCC1
ENSG00000135452.10	TSPAN31
ENSG00000143756.12	FBXO28
ENSG00000101400.6	SNTA1
ENSG00000146776.14	ATXN7L1
ENSG00000186350.12	RXRA
ENSG00000161055.4	SCGB3A1
ENSG00000178075.20	GRAMD1C
ENSG00000168679.18	SLC16A4
ENSG00000241258.7	CRCP
ENSG00000177156.11	TALDO1
ENSG00000007516.14	BAIAP3
ENSG00000169946.14	ZFPM2
ENSG00000114796.16	KLHL24
ENSG00000163812.15	ZDHHC3
ENSG00000157020.18	SEC13
ENSG00000152443.13	ZNF776
ENSG00000170667.14	RASA4B
ENSG00000223865.11	HLA-DPB1
ENSG00000167863.12	ATP5PD
ENSG00000132623.16	ANKEF1
ENSG00000008196.13	TFAP2B
ENSG00000133056.13	PIK3C2B
ENSG00000051180.17	RAD51
ENSG00000146433.8	TMEM181
ENSG00000105669.14	COPE
ENSG00000170624.13	SGCD
ENSG00000197958.13	RPL12
ENSG00000169239.13	CA5B
ENSG00000185261.14	KIAA0825
ENSG00000106105.14	GARS
ENSG00000164180.13	TMEM161B
ENSG00000164879.7	CA3
ENSG00000138443.16	ABI2
ENSG00000153292.16	ADGRF1
ENSG00000198000.12	NOL8
ENSG00000171148.13	TADA3
ENSG00000170500.13	LONRF2
ENSG00000088305.18	DNMT3B
ENSG00000153956.16	CACNA2D1
ENSG00000225190.11	PLEKHM1
ENSG00000214435.8	AS3MT
ENSG00000126749.16	EMG1
ENSG00000115561.16	CHMP3
ENSG00000126261.13	UBA2
ENSG00000145819.18	ARHGAP26
ENSG00000154945.7	ANKRD40
ENSG00000185303.17	SFTPA2
ENSG00000125817.8	CENPB
ENSG00000165238.16	WNK2
ENSG00000168827.15	GFM1
ENSG00000127914.17	AKAP9
ENSG00000137942.16	FNBP1L
ENSG00000273611.5	ZNHIT3
ENSG00000118193.12	KIF14
ENSG00000011426.11	ANLN
ENSG00000150687.12	PRSS23
ENSG00000172339.10	ALG14
ENSG00000169403.12	PTAFR
ENSG00000184162.15	NR2C2AP
ENSG00000059728.11	MXD1
ENSG00000147570.10	DNAJC5B
ENSG00000136574.17	GATA4
ENSG00000119616.11	FCF1
ENSG00000149639.15	SOGA1
ENSG00000105894.12	PTN
ENSG00000204394.13	VARS
ENSG00000064726.10	BTBD1
ENSG00000100379.17	KCTD17
ENSG00000105053.11	VRK3
ENSG00000113905.5	HRG
ENSG00000136238.18	RAC1
ENSG00000173852.14	DPY19L1
ENSG00000085871.9	MGST2
ENSG00000120733.14	KDM3B
ENSG00000107651.13	SEC23IP
ENSG00000065308.5	TRAM2
ENSG00000124839.13	RAB17
ENSG00000134668.12	SPOCD1
ENSG00000091409.15	ITGA6
ENSG00000160299.17	PCNT
ENSG00000157782.9	CABP1
ENSG00000032219.19	ARID4A
ENSG00000163216.7	SPRR2D
ENSG00000067596.12	DHX8
ENSG00000170085.18	SIMC1
ENSG00000154957.14	ZNF18
ENSG00000138036.18	DYNC2LI1
ENSG00000000938.13	FGR
ENSG00000079841.18	RIMS1
ENSG00000168060.16	NAALADL1
ENSG00000111716.14	LDHB
ENSG00000179562.3	GCC1
ENSG00000135766.9	EGLN1
ENSG00000261701.7	HPR
ENSG00000170417.16	TMEM182
ENSG00000115232.14	ITGA4
ENSG00000140264.20	SERF2
ENSG00000145014.17	TMEM44
ENSG00000196843.17	ARID5A
ENSG00000021574.12	SPAST
ENSG00000172817.4	CYP7B1
ENSG00000101470.10	TNNC2
ENSG00000095906.17	NUBP2
ENSG00000140332.17	TLE3
ENSG00000077549.19	CAPZB
ENSG00000138100.14	TRIM54
ENSG00000198887.9	SMC5
ENSG00000122417.15	ODF2L
ENSG00000103187.8	COTL1
ENSG00000134152.11	KATNBL1
ENSG00000159307.19	SCUBE1
ENSG00000120725.13	SIL1
ENSG00000146038.12	DCDC2
ENSG00000120685.20	PROSER1
ENSG00000162076.13	FLYWCH2
ENSG00000092847.13	AGO1
ENSG00000026508.19	CD44
ENSG00000183091.19	NEB
ENSG00000121297.8	TSHZ3
ENSG00000240303.8	ACAD11
ENSG00000130702.15	LAMA5
ENSG00000138772.13	ANXA3
ENSG00000108474.17	PIGL
ENSG00000130479.11	MAP1S
ENSG00000270339.3	AC243756.1
ENSG00000109689.17	STIM2
ENSG00000169855.20	ROBO1
ENSG00000168267.7	PTF1A
ENSG00000230124.8	ACBD6
ENSG00000011405.13	PIK3C2A
ENSG00000002587.10	HS3ST1
ENSG00000217128.12	FNIP1
ENSG00000184083.12	FAM120C
ENSG00000100605.17	ITPK1
ENSG00000169188.5	APEX2
ENSG00000183943.6	PRKX
ENSG00000136867.11	SLC31A2
ENSG00000068650.18	ATP11A
ENSG00000142089.16	IFITM3
ENSG00000129197.14	RPAIN
ENSG00000173599.15	PC
ENSG00000125898.13	FAM110A
ENSG00000187867.10	PALM3
ENSG00000136875.13	PRPF4
ENSG00000166510.14	CCDC68
ENSG00000168148.4	HIST3H3
ENSG00000145416.13	MARCH1
ENSG00000203797.11	DDO
ENSG00000186468.13	RPS23
ENSG00000131067.17	GGT7
ENSG00000188404.10	SELL
ENSG00000130520.11	LSM4
ENSG00000189376.12	C8orf76
ENSG00000204839.9	MROH6
ENSG00000168237.18	GLYCTK
ENSG00000176731.12	C8orf59
ENSG00000107242.20	PIP5K1B
ENSG00000090447.12	TFAP4
ENSG00000115648.14	MLPH
ENSG00000049245.13	VAMP3
ENSG00000131061.14	ZNF341
ENSG00000100335.15	MIEF1
ENSG00000109390.12	NDUFC1
ENSG00000151923.17	TIAL1
ENSG00000198670.12	LPA
ENSG00000135164.18	DMTF1
ENSG00000165985.10	C1QL3
ENSG00000108352.12	RAPGEFL1
ENSG00000101365.21	IDH3B
ENSG00000167112.10	TRUB2
ENSG00000067334.14	DNTTIP2
ENSG00000004478.8	FKBP4
ENSG00000072080.11	SPP2
ENSG00000159346.13	ADIPOR1
ENSG00000188827.11	SLX4
ENSG00000204852.16	TCTN1
ENSG00000142252.11	GEMIN7
ENSG00000117616.18	RSRP1
ENSG00000103226.18	NOMO3
ENSG00000136270.14	TBRG4
ENSG00000243264.2	IGKV2D-29
ENSG00000143228.13	NUF2
ENSG00000117009.12	KMO
ENSG00000240864.3	IGKV1-16
ENSG00000100626.17	GALNT16
ENSG00000186648.15	CARMIL3
ENSG00000074803.20	SLC12A1
ENSG00000089234.16	BRAP
ENSG00000125351.12	UPF3B
ENSG00000154096.14	THY1
ENSG00000156802.13	ATAD2
ENSG00000092094.11	OSGEP
ENSG00000106258.15	CYP3A5
ENSG00000157349.17	DDX19B
ENSG00000197102.12	DYNC1H1
ENSG00000162510.6	MATN1
ENSG00000087111.21	PIGS
ENSG00000068323.17	TFE3
ENSG00000117362.13	APH1A
ENSG00000204287.14	HLA-DRA
ENSG00000078902.16	TOLLIP
ENSG00000253506.3	NACA2
ENSG00000179902.12	C1orf194
ENSG00000170390.16	DCLK2
ENSG00000121380.12	BCL2L14
ENSG00000204128.6	C2orf72
ENSG00000130227.17	XPO7
ENSG00000101892.12	ATP1B4
