From	Entry	Reviewed	Entry Name	Protein names	Gene Names	Organism	Length
Q9H270	Q9H270	reviewed	VPS11_HUMAN	Vacuolar protein sorting-associated protein 11 homolog, hVPS11 (RING finger protein 108)	VPS11 RNF108 PP3476	Homo sapiens (Human)	941
Q9H299	Q9H299	reviewed	SH3L3_HUMAN	SH3 domain-binding glutamic acid-rich-like protein 3 (SH3 domain-binding protein 1, SH3BP-1)	SH3BGRL3 P1725	Homo sapiens (Human)	93
Q9H2A7	Q9H2A7	reviewed	CXL16_HUMAN	C-X-C motif chemokine 16 (Scavenger receptor for phosphatidylserine and oxidized low density lipoprotein, SR-PSOX) (Small-inducible cytokine B16) (Transmembrane chemokine CXCL16)	CXCL16 SCYB16 SRPSOX UNQ2759/PRO6714	Homo sapiens (Human)	254
Q9H2B2	Q9H2B2	reviewed	SYT4_HUMAN	Synaptotagmin-4 (Synaptotagmin IV, SytIV)	SYT4 KIAA1342	Homo sapiens (Human)	425
Q9H2C2	Q9H2C2	reviewed	ARV1_HUMAN	Protein ARV1, hARV1	ARV1 HT035	Homo sapiens (Human)	271
Q9H2D6	Q9H2D6	reviewed	TARA_HUMAN	TRIO and F-actin-binding protein (Protein Tara) (Trio-associated repeat on actin)	TRIOBP KIAA1662 TARA HRIHFB2122	Homo sapiens (Human)	2365
Q9H2E6	Q9H2E6	reviewed	SEM6A_HUMAN	Semaphorin-6A (Semaphorin VIA, Sema VIA) (Semaphorin-6A-1, SEMA6A-1)	SEMA6A KIAA1368 SEMAQ	Homo sapiens (Human)	1030
Q9H2F5	Q9H2F5	reviewed	EPC1_HUMAN	Enhancer of polycomb homolog 1	EPC1	Homo sapiens (Human)	836
Q9H2G2	Q9H2G2	reviewed	SLK_HUMAN	STE20-like serine/threonine-protein kinase, STE20-like kinase, hSLK, EC 2.7.11.1 (CTCL tumor antigen se20-9) (STE20-related serine/threonine-protein kinase, STE20-related kinase) (Serine/threonine-protein kinase 2)	SLK KIAA0204 STK2	Homo sapiens (Human)	1235
Q9H2G4	Q9H2G4	reviewed	TSYL2_HUMAN	Testis-specific Y-encoded-like protein 2, TSPY-like protein 2 (Cell division autoantigen 1) (Cutaneous T-cell lymphoma-associated antigen se20-4, CTCL-associated antigen se20-4) (Differentially-expressed nucleolar TGF-beta1 target protein) (Nuclear protein of 79 kDa, NP79)	TSPYL2 CDA1 DENTT TSPX HRIHFB2216	Homo sapiens (Human)	693
Q9H2G9	Q9H2G9	reviewed	GO45_HUMAN	Golgin-45 (Basic leucine zipper nuclear factor 1) (JEM-1) (p45 basic leucine-zipper nuclear factor)	BLZF1 JEM1	Homo sapiens (Human)	400
Q9H2H9	Q9H2H9	reviewed	S38A1_HUMAN	Sodium-coupled neutral amino acid transporter 1 (Amino acid transporter A1) (N-system amino acid transporter 2) (Solute carrier family 38 member 1) (System A amino acid transporter 1) (System N amino acid transporter 1)	SLC38A1 ATA1 NAT2 SAT1 SNAT1	Homo sapiens (Human)	487
Q9H2I8	Q9H2I8	reviewed	LRMDA_HUMAN	Leucine-rich melanocyte differentiation-associated protein	LRMDA C10orf11 CDA017	Homo sapiens (Human)	198
Q9H2J4	Q9H2J4	reviewed	PDCL3_HUMAN	Phosducin-like protein 3 (HTPHLP) (PhPL3) (Viral IAP-associated factor 1, VIAF-1)	PDCL3 PhLP2A VIAF1	Homo sapiens (Human)	239
Q9H2J7	Q9H2J7	reviewed	S6A15_HUMAN	Sodium-dependent neutral amino acid transporter B(0)AT2 (Sodium- and chloride-dependent neurotransmitter transporter NTT73) (Sodium-coupled branched-chain amino-acid transporter 1) (Solute carrier family 6 member 15) (Transporter v7-3)	SLC6A15 B0AT2 NTT73 SBAT1	Homo sapiens (Human)	730
Q9H2K2	Q9H2K2	reviewed	TNKS2_HUMAN	Poly [ADP-ribose] polymerase tankyrase-2, EC 2.4.2.30 (ADP-ribosyltransferase diphtheria toxin-like 6, ARTD6) (Poly [ADP-ribose] polymerase 5B) (Protein poly-ADP-ribosyltransferase tankyrase-2, EC 2.4.2.-) (TNKS-2) (TRF1-interacting ankyrin-related ADP-ribose polymerase 2) (Tankyrase II) (Tankyrase-2, TANK2) (Tankyrase-like protein) (Tankyrase-related protein)	TNKS2 PARP5B TANK2 TNKL	Homo sapiens (Human)	1166
Q9H2K8	Q9H2K8	reviewed	TAOK3_HUMAN	Serine/threonine-protein kinase TAO3, EC 2.7.11.1 (Cutaneous T-cell lymphoma-associated antigen HD-CL-09, CTCL-associated antigen HD-CL-09) (Dendritic cell-derived protein kinase) (JNK/SAPK-inhibitory kinase) (Jun kinase-inhibitory kinase) (Kinase from chicken homolog A, hKFC-A) (Thousand and one amino acid protein 3)	TAOK3 DPK JIK KDS MAP3K18	Homo sapiens (Human)	898
Q9H2L5	Q9H2L5	reviewed	RASF4_HUMAN	Ras association domain-containing protein 4	RASSF4 AD037	Homo sapiens (Human)	321
Q9H2M9	Q9H2M9	reviewed	RBGPR_HUMAN	Rab3 GTPase-activating protein non-catalytic subunit (RGAP-iso) (Rab3 GTPase-activating protein 150 kDa subunit) (Rab3-GAP p150, Rab3-GAP150) (Rab3-GAP regulatory subunit)	RAB3GAP2 KIAA0839	Homo sapiens (Human)	1393
Q9H2P0	Q9H2P0	reviewed	ADNP_HUMAN	Activity-dependent neuroprotector homeobox protein (Activity-dependent neuroprotective protein)	ADNP ADNP1 KIAA0784	Homo sapiens (Human)	1102
Q9H2S9	Q9H2S9	reviewed	IKZF4_HUMAN	Zinc finger protein Eos (Ikaros family zinc finger protein 4)	IKZF4 KIAA1782 ZNFN1A4	Homo sapiens (Human)	585
Q9H2U2	Q9H2U2	reviewed	IPYR2_HUMAN	Inorganic pyrophosphatase 2, mitochondrial, EC 3.6.1.1 (Pyrophosphatase SID6-306) (Pyrophosphate phospho-hydrolase 2, PPase 2)	PPA2 HSPC124	Homo sapiens (Human)	334
Q9H2V7	Q9H2V7	reviewed	SPNS1_HUMAN	Protein spinster homolog 1 (HSpin1) (Spinster-like protein 1)	SPNS1 SPIN1 PP20300	Homo sapiens (Human)	528
Q9H2X6	Q9H2X6	reviewed	HIPK2_HUMAN	Homeodomain-interacting protein kinase 2, hHIPk2, EC 2.7.11.1	HIPK2	Homo sapiens (Human)	1198
Q9H2X9	Q9H2X9	reviewed	S12A5_HUMAN	Solute carrier family 12 member 5 (Electroneutral potassium-chloride cotransporter 2) (K-Cl cotransporter 2, hKCC2) (Neuronal K-Cl cotransporter)	SLC12A5 KCC2 KIAA1176	Homo sapiens (Human)	1139
Q9H2Y7	Q9H2Y7	reviewed	ZN106_HUMAN	Zinc finger protein 106, Zfp-106 (Zinc finger protein 474)	ZNF106 SH3BP3 ZFP106 ZNF474	Homo sapiens (Human)	1883
Q9H307	Q9H307	reviewed	PININ_HUMAN	Pinin (140 kDa nuclear and cell adhesion-related phosphoprotein) (Desmosome-associated protein) (Domain-rich serine protein, DRS protein, DRSP) (Melanoma metastasis clone A protein) (Nuclear protein SDK3) (SR-like protein)	PNN DRS MEMA	Homo sapiens (Human)	717
Q9H329	Q9H329	reviewed	E41LB_HUMAN	Band 4.1-like protein 4B (Erythrocyte membrane protein band 4.1-like 4B) (FERM-containing protein CG1) (Protein EHM2)	EPB41L4B EHM2 LULU2	Homo sapiens (Human)	900
Q9H330	Q9H330	reviewed	TM245_HUMAN	Transmembrane protein 245 (Protein CG-2)	TMEM245 C9orf5	Homo sapiens (Human)	879
Q9H334	Q9H334	reviewed	FOXP1_HUMAN	Forkhead box protein P1 (Mac-1-regulated forkhead, MFH)	FOXP1 HSPC215	Homo sapiens (Human)	677
Q9H361	Q9H361	reviewed	PABP3_HUMAN	Polyadenylate-binding protein 3, PABP-3, Poly(A)-binding protein 3 (Testis-specific poly(A)-binding protein)	PABPC3 PABP3 PABPL3	Homo sapiens (Human)	631
Q9H3C7	Q9H3C7	reviewed	GGNB2_HUMAN	Gametogenetin-binding protein 2 (Laryngeal carcinoma-related protein 1) (Protein ZNF403)	GGNBP2 LCRG1 LZK1 ZNF403	Homo sapiens (Human)	697
Q9H3D4	Q9H3D4	reviewed	P63_HUMAN	Tumor protein 63, p63 (Chronic ulcerative stomatitis protein, CUSP) (Keratinocyte transcription factor KET) (Transformation-related protein 63, TP63) (Tumor protein p73-like, p73L) (p40) (p51)	TP63 KET P63 P73H P73L TP73L	Homo sapiens (Human)	680
Q9H3F6	Q9H3F6	reviewed	BACD3_HUMAN	BTB/POZ domain-containing adapter for CUL3-mediated RhoA degradation protein 3, hBACURD3 (BTB/POZ domain-containing protein KCTD10) (Potassium channel tetramerization domain-containing protein 10)	KCTD10 ULR061 MSTP028	Homo sapiens (Human)	313
Q9H3H1	Q9H3H1	reviewed	MOD5_HUMAN	tRNA dimethylallyltransferase, EC 2.5.1.75 (Isopentenyl-diphosphate:tRNA isopentenyltransferase, IPP transferase, IPPT) (hGRO1) (tRNA isopentenyltransferase 1, IPTase)	TRIT1 IPT MOD5	Homo sapiens (Human)	467
Q9H3K6	Q9H3K6	reviewed	BOLA2_HUMAN	BolA-like protein 2	BOLA2 BOLA2A My016; BOLA2B	Homo sapiens (Human)	86
Q9H3M0	Q9H3M0	reviewed	KCNF1_HUMAN	Potassium voltage-gated channel subfamily F member 1 (Voltage-gated potassium channel subunit Kv5.1) (kH1)	KCNF1	Homo sapiens (Human)	494
Q9H3M7	Q9H3M7	reviewed	TXNIP_HUMAN	Thioredoxin-interacting protein (Thioredoxin-binding protein 2) (Vitamin D3 up-regulated protein 1)	TXNIP VDUP1	Homo sapiens (Human)	391
Q9H3N1	Q9H3N1	reviewed	TMX1_HUMAN	Thioredoxin-related transmembrane protein 1 (Thioredoxin domain-containing protein 1) (Transmembrane Trx-related protein)	TMX1 TMX TXNDC TXNDC1 PSEC0085 UNQ235/PRO268	Homo sapiens (Human)	280
Q9H3P2	Q9H3P2	reviewed	NELFA_HUMAN	Negative elongation factor A, NELF-A (Wolf-Hirschhorn syndrome candidate 2 protein)	NELFA WHSC2 P/OKcl.15	Homo sapiens (Human)	528
Q9H3P7	Q9H3P7	reviewed	GCP60_HUMAN	Golgi resident protein GCP60 (Acyl-CoA-binding domain-containing protein 3) (Golgi complex-associated protein 1, GOCAP1) (Golgi phosphoprotein 1, GOLPH1) (PBR- and PKA-associated protein 7) (Peripheral benzodiazepine receptor-associated protein PAP7) [Cleaved into: Golgi resident protein GCP60, N-terminally processed ]	ACBD3 GCP60 GOCAP1 GOLPH1	Homo sapiens (Human)	528
Q9H3Q1	Q9H3Q1	reviewed	BORG4_HUMAN	Cdc42 effector protein 4 (Binder of Rho GTPases 4)	CDC42EP4 BORG4 CEP4	Homo sapiens (Human)	356
Q9H3R0	Q9H3R0	reviewed	KDM4C_HUMAN	Lysine-specific demethylase 4C, EC 1.14.11.66 (Gene amplified in squamous cell carcinoma 1 protein, GASC-1 protein) (JmjC domain-containing histone demethylation protein 3C) (Jumonji domain-containing protein 2C) ([histone H3]-trimethyl-L-lysine(9) demethylase 4C)	KDM4C GASC1 JHDM3C JMJD2C KIAA0780	Homo sapiens (Human)	1056
Q9H3R2	Q9H3R2	reviewed	MUC13_HUMAN	Mucin-13, MUC-13 (Down-regulated in colon cancer 1)	MUC13 DRCC1 RECC UNQ6194/PRO20221	Homo sapiens (Human)	512
Q9H3S1	Q9H3S1	reviewed	SEM4A_HUMAN	Semaphorin-4A (Semaphorin-B, Sema B)	SEMA4A SEMAB SEMB UNQ783/PRO1317	Homo sapiens (Human)	761
Q9H3S7	Q9H3S7	reviewed	PTN23_HUMAN	Tyrosine-protein phosphatase non-receptor type 23, EC 3.1.3.48 (His domain-containing protein tyrosine phosphatase, HD-PTP) (Protein tyrosine phosphatase TD14, PTP-TD14)	PTPN23 KIAA1471	Homo sapiens (Human)	1636
Q9H3T2	Q9H3T2	reviewed	SEM6C_HUMAN	Semaphorin-6C (Semaphorin-Y, Sema Y)	SEMA6C KIAA1869 SEMAY	Homo sapiens (Human)	930
Q9H3T3	Q9H3T3	reviewed	SEM6B_HUMAN	Semaphorin-6B (Semaphorin-Z, Sema Z)	SEMA6B SEMAN SEMAZ UNQ1907/PRO4353	Homo sapiens (Human)	888
Q9H3U1	Q9H3U1	reviewed	UN45A_HUMAN	Protein unc-45 homolog A, Unc-45A (GCUNC-45) (Smooth muscle cell-associated protein 1, SMAP-1)	UNC45A SMAP1	Homo sapiens (Human)	944
Q9H3Y8	Q9H3Y8	reviewed	PPDPF_HUMAN	Pancreatic progenitor cell differentiation and proliferation factor (Exocrine differentiation and proliferation factor)	PPDPF C20orf149 EXPDF	Homo sapiens (Human)	114
Q9H3Z4	Q9H3Z4	reviewed	DNJC5_HUMAN	DnaJ homolog subfamily C member 5 (Ceroid-lipofuscinosis neuronal protein 4) (Cysteine string protein, CSP)	DNAJC5 CLN4	Homo sapiens (Human)	198
Q9H400	Q9H400	reviewed	LIME1_HUMAN	Lck-interacting transmembrane adapter 1, Lck-interacting membrane protein (Lck-interacting molecule)	LIME1 LIME LP8067	Homo sapiens (Human)	295
Q9H410	Q9H410	reviewed	DSN1_HUMAN	Kinetochore-associated protein DSN1 homolog	DSN1 C20orf172 MIS13	Homo sapiens (Human)	356
Q9H422	Q9H422	reviewed	HIPK3_HUMAN	Homeodomain-interacting protein kinase 3, EC 2.7.11.1 (Androgen receptor-interacting nuclear protein kinase, ANPK) (Fas-interacting serine/threonine-protein kinase, FIST) (Homolog of protein kinase YAK1)	HIPK3 DYRK6 FIST3 PKY	Homo sapiens (Human)	1215
Q9H425	Q9H425	reviewed	CA198_HUMAN	Uncharacterized protein C1orf198	C1orf198	Homo sapiens (Human)	327
Q9H426	Q9H426	reviewed	RIMS4_HUMAN	Regulating synaptic membrane exocytosis protein 4 (RIM4 gamma) (Rab3-interacting molecule 4, RIM 4)	RIMS4 C20orf190	Homo sapiens (Human)	269
Q9H444	Q9H444	reviewed	CHM4B_HUMAN	Charged multivesicular body protein 4b (Chromatin-modifying protein 4b, CHMP4b) (SNF7 homolog associated with Alix 1) (SNF7-2, hSnf7-2) (Vacuolar protein sorting-associated protein 32-2, Vps32-2, hVps32-2)	CHMP4B C20orf178 SHAX1	Homo sapiens (Human)	224
Q9H446	Q9H446	reviewed	RWDD1_HUMAN	RWD domain-containing protein 1 (DRG family-regulatory protein 2)	RWDD1 DFRP2 CGI-24 PTD013	Homo sapiens (Human)	243
Q9H4A3	Q9H4A3	reviewed	WNK1_HUMAN	Serine/threonine-protein kinase WNK1, EC 2.7.11.1 (Erythrocyte 65 kDa protein, p65) (Kinase deficient protein) (Protein kinase lysine-deficient 1) (Protein kinase with no lysine 1, hWNK1)	WNK1 HSN2 KDP KIAA0344 PRKWNK1	Homo sapiens (Human)	2382
Q9H4A4	Q9H4A4	reviewed	AMPB_HUMAN	Aminopeptidase B, AP-B, EC 3.4.11.6 (Arginine aminopeptidase) (Arginyl aminopeptidase)	RNPEP APB	Homo sapiens (Human)	650
Q9H4A5	Q9H4A5	reviewed	GLP3L_HUMAN	Golgi phosphoprotein 3-like (GPP34-related protein)	GOLPH3L GPP34R	Homo sapiens (Human)	285
Q9H4A6	Q9H4A6	reviewed	GOLP3_HUMAN	Golgi phosphoprotein 3 (Coat protein GPP34) (Mitochondrial DNA absence factor, MIDAS)	GOLPH3 GPP34	Homo sapiens (Human)	298
Q9H4B6	Q9H4B6	reviewed	SAV1_HUMAN	Protein salvador homolog 1 (45 kDa WW domain protein, hWW45)	SAV1 WW45	Homo sapiens (Human)	383
Q9H4E7	Q9H4E7	reviewed	DEFI6_HUMAN	Differentially expressed in FDCP 6 homolog, DEF-6 (IRF4-binding protein)	DEF6 IBP	Homo sapiens (Human)	631
Q9H4G0	Q9H4G0	reviewed	E41L1_HUMAN	Band 4.1-like protein 1 (Erythrocyte membrane protein band 4.1-like 1) (Neuronal protein 4.1, 4.1N)	EPB41L1 KIAA0338	Homo sapiens (Human)	881
Q9H4H8	Q9H4H8	reviewed	FA83D_HUMAN	Protein FAM83D (Spindle protein CHICA)	FAM83D C20orf129	Homo sapiens (Human)	585
Q9H4I2	Q9H4I2	reviewed	ZHX3_HUMAN	Zinc fingers and homeoboxes protein 3 (Triple homeobox protein 1) (Zinc finger and homeodomain protein 3)	ZHX3 KIAA0395 TIX1	Homo sapiens (Human)	956
Q9H4L4	Q9H4L4	reviewed	SENP3_HUMAN	Sentrin-specific protease 3, EC 3.4.22.- (SUMO-1-specific protease 3) (Sentrin/SUMO-specific protease SENP3)	SENP3 SSP3 SUSP3	Homo sapiens (Human)	574
Q9H4L5	Q9H4L5	reviewed	OSBL3_HUMAN	Oxysterol-binding protein-related protein 3, ORP-3, OSBP-related protein 3	OSBPL3 KIAA0704 ORP3 OSBP3	Homo sapiens (Human)	887
Q9H4L7	Q9H4L7	reviewed	SMRCD_HUMAN	SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily A containing DEAD/H box 1, EC 3.6.4.12 (ATP-dependent helicase 1, hHEL1)	SMARCAD1 KIAA1122	Homo sapiens (Human)	1026
Q9H4M7	Q9H4M7	reviewed	PKHA4_HUMAN	Pleckstrin homology domain-containing family A member 4, PH domain-containing family A member 4 (Phosphoinositol 3-phosphate-binding protein 1, PEPP-1)	PLEKHA4 PEPP1	Homo sapiens (Human)	779
Q9H4M9	Q9H4M9	reviewed	EHD1_HUMAN	EH domain-containing protein 1 (PAST homolog 1, hPAST1) (Testilin)	EHD1 PAST PAST1 CDABP0131	Homo sapiens (Human)	534
Q9H4Q3	Q9H4Q3	reviewed	PRD13_HUMAN	PR domain zinc finger protein 13, EC 2.1.1.- (PR domain-containing protein 13)	PRDM13 PFM10	Homo sapiens (Human)	707
Q9H4X1	Q9H4X1	reviewed	RGCC_HUMAN	Regulator of cell cycle RGCC (Response gene to complement 32 protein, RGC-32)	RGCC C13orf15 RGC32	Homo sapiens (Human)	137
Q9H4Z2	Q9H4Z2	reviewed	ZN335_HUMAN	Zinc finger protein 335 (NRC-interacting factor 1, NIF-1)	ZNF335	Homo sapiens (Human)	1342
Q9H4Z3	Q9H4Z3	reviewed	CAPAM_HUMAN	mRNA (2'-O-methyladenosine-N(6)-)-methyltransferase, EC 2.1.1.62 (Cap-specific adenosine methyltransferase, CAPAM, hCAPAM) (Phosphorylated CTD-interacting factor 1, hPCIF1) (Protein phosphatase 1 regulatory subunit 121)	PCIF1 C20orf67 CAPAM PPP1R121	Homo sapiens (Human)	704
Q9H501	Q9H501	reviewed	ESF1_HUMAN	ESF1 homolog (ABT1-associated protein)	ESF1 ABTAP C20orf6 HDCMC28P	Homo sapiens (Human)	851
Q9H582	Q9H582	reviewed	ZN644_HUMAN	Zinc finger protein 644 (Zinc finger motif enhancer-binding protein 2, Zep-2)	ZNF644 KIAA1221 ZEP2	Homo sapiens (Human)	1327
Q9H583	Q9H583	reviewed	HEAT1_HUMAN	HEAT repeat-containing protein 1 (Protein BAP28) (U3 small nucleolar RNA-associated protein 10 homolog) [Cleaved into: HEAT repeat-containing protein 1, N-terminally processed ]	HEATR1 BAP28 UTP10	Homo sapiens (Human)	2144
Q9H5H4	Q9H5H4	reviewed	ZN768_HUMAN	Zinc finger protein 768	ZNF768	Homo sapiens (Human)	540
Q9H5I1	Q9H5I1	reviewed	SUV92_HUMAN	Histone-lysine N-methyltransferase SUV39H2, EC 2.1.1.355 (Histone H3-K9 methyltransferase 2, H3-K9-HMTase 2) (Lysine N-methyltransferase 1B) (Suppressor of variegation 3-9 homolog 2, Su(var)3-9 homolog 2)	SUV39H2 KMT1B	Homo sapiens (Human)	410
Q9H5I5	Q9H5I5	reviewed	PIEZ2_HUMAN	Piezo-type mechanosensitive ion channel component 2 (Protein FAM38B)	PIEZO2 C18orf30 C18orf58 FAM38B	Homo sapiens (Human)	2752
Q9H5J0	Q9H5J0	reviewed	ZBTB3_HUMAN	Zinc finger and BTB domain-containing protein 3	ZBTB3	Homo sapiens (Human)	574
Q9H5J8	Q9H5J8	reviewed	TAF1D_HUMAN	TATA box-binding protein-associated factor RNA polymerase I subunit D (RNA polymerase I-specific TBP-associated factor 41 kDa, TAFI41) (TATA box-binding protein-associated factor 1D, TBP-associated factor 1D) (Transcription initiation factor SL1/TIF-IB subunit D)	TAF1D JOSD3	Homo sapiens (Human)	278
Q9H5N1	Q9H5N1	reviewed	RABE2_HUMAN	Rab GTPase-binding effector protein 2 (Rabaptin-5beta)	RABEP2 RABPT5B	Homo sapiens (Human)	569
Q9H5V7	Q9H5V7	reviewed	IKZF5_HUMAN	Zinc finger protein Pegasus (Ikaros family zinc finger protein 5)	IKZF5 ZNFN1A5	Homo sapiens (Human)	419
Q9H5V8	Q9H5V8	reviewed	CDCP1_HUMAN	CUB domain-containing protein 1 (Membrane glycoprotein gp140) (Subtractive immunization M plus HEp3-associated 135 kDa protein, SIMA135) (Transmembrane and associated with src kinases) (CD antigen CD318)	CDCP1 TRASK UNQ2486/PRO5773	Homo sapiens (Human)	836
Q9H5Y7	Q9H5Y7	reviewed	SLIK6_HUMAN	SLIT and NTRK-like protein 6	SLITRK6	Homo sapiens (Human)	841
Q9H609	Q9H609	reviewed	ZN576_HUMAN	Zinc finger protein 576	ZNF576	Homo sapiens (Human)	170
Q9H611	Q9H611	reviewed	PIF1_HUMAN	ATP-dependent DNA helicase PIF1, EC 3.6.4.12 (DNA repair and recombination helicase PIF1) (PIF1/RRM3 DNA helicase-like protein)	PIF1 C15orf20	Homo sapiens (Human)	641
Q9H694	Q9H694	reviewed	BICC1_HUMAN	Protein bicaudal C homolog 1, Bic-C	BICC1	Homo sapiens (Human)	974
Q9H6A0	Q9H6A0	reviewed	DEN2D_HUMAN	DENN domain-containing protein 2D	DENND2D	Homo sapiens (Human)	471
Q9H6A9	Q9H6A9	reviewed	PCX3_HUMAN	Pecanex-like protein 3 (Pecanex homolog protein 3)	PCNX3 PCNXL3	Homo sapiens (Human)	2034
Q9H6B4	Q9H6B4	reviewed	CLMP_HUMAN	CXADR-like membrane protein (Adipocyte adhesion molecule) (Coxsackie- and adenovirus receptor-like membrane protein, CAR-like membrane protein)	CLMP ACAM ASAM UNQ318/PRO363	Homo sapiens (Human)	373
Q9H6E5	Q9H6E5	reviewed	STPAP_HUMAN	Speckle targeted PIP5K1A-regulated poly(A) polymerase, Star-PAP, EC 2.7.7.19 (RNA-binding motif protein 21, RNA-binding protein 21) (U6 snRNA-specific terminal uridylyltransferase 1, U6-TUTase, EC 2.7.7.52)	TUT1 RBM21	Homo sapiens (Human)	874
Q9H6F2	Q9H6F2	reviewed	TM38A_HUMAN	Trimeric intracellular cation channel type A, TRIC-A, TRICA (Transmembrane protein 38A)	TMEM38A	Homo sapiens (Human)	299
Q9H6F5	Q9H6F5	reviewed	CCD86_HUMAN	Coiled-coil domain-containing protein 86 (Cytokine-induced protein with coiled-coil domain)	CCDC86 CYCLON	Homo sapiens (Human)	360
Q9H6H4	Q9H6H4	reviewed	REEP4_HUMAN	Receptor expression-enhancing protein 4	REEP4 C8orf20 PP432	Homo sapiens (Human)	257
Q9H6I2	Q9H6I2	reviewed	SOX17_HUMAN	Transcription factor SOX-17	SOX17	Homo sapiens (Human)	414
Q9H6K1	Q9H6K1	reviewed	ILRUN_HUMAN	Protein ILRUN (Inflammation and lipid regulator with UBA-like and NBR1-like domains protein)	ILRUN C6orf106	Homo sapiens (Human)	298
Q9H6K5	Q9H6K5	reviewed	PRR36_HUMAN	Proline-rich protein 36	PRR36	Homo sapiens (Human)	1346
Q9H6Q3	Q9H6Q3	reviewed	SLAP2_HUMAN	Src-like-adapter 2 (Modulator of antigen receptor signaling, MARS) (Src-like adapter protein 2, SLAP-2)	SLA2 C20orf156 SLAP2	Homo sapiens (Human)	261
Q9H6R4	Q9H6R4	reviewed	NOL6_HUMAN	Nucleolar protein 6 (Nucleolar RNA-associated protein, Nrap)	NOL6	Homo sapiens (Human)	1146
Q9H6R7	Q9H6R7	reviewed	WDCP_HUMAN	WD repeat and coiled-coil-containing protein	WDCP C2orf44 PP384	Homo sapiens (Human)	721
Q9H6S0	Q9H6S0	reviewed	YTDC2_HUMAN	3'-5' RNA helicase YTHDC2, EC 3.6.4.13 (YTH domain-containing protein 2, hYTHDC2)	YTHDC2	Homo sapiens (Human)	1430
Q9H6S1	Q9H6S1	reviewed	AZI2_HUMAN	5-azacytidine-induced protein 2 (NF-kappa-B-activating kinase-associated protein 1, Nak-associated protein 1, Nap1) (TILP)	AZI2 NAP1 TBKBP2	Homo sapiens (Human)	392
Q9H6S3	Q9H6S3	reviewed	ES8L2_HUMAN	Epidermal growth factor receptor kinase substrate 8-like protein 2, EPS8-like protein 2 (Epidermal growth factor receptor pathway substrate 8-related protein 2, EPS8-related protein 2)	EPS8L2 EPS8R2 PP13181	Homo sapiens (Human)	715
Q9H6T0	Q9H6T0	reviewed	ESRP2_HUMAN	Epithelial splicing regulatory protein 2 (RNA-binding motif protein 35B) (RNA-binding protein 35B)	ESRP2 RBM35B PP7059	Homo sapiens (Human)	727
Q9H6T3	Q9H6T3	reviewed	RPAP3_HUMAN	RNA polymerase II-associated protein 3	RPAP3	Homo sapiens (Human)	665
Q9H6U6	Q9H6U6	reviewed	BCAS3_HUMAN	BCAS3 microtubule associated cell migration factor (Breast carcinoma-amplified sequence 3) (GAOB1)	BCAS3	Homo sapiens (Human)	928
Q9H6U8	Q9H6U8	reviewed	ALG9_HUMAN	Alpha-1,2-mannosyltransferase ALG9, EC 2.4.1.259, EC 2.4.1.261 (Asparagine-linked glycosylation protein 9 homolog) (Disrupted in bipolar disorder protein 1) (Dol-P-Man:Man(6)GlcNAc(2)-PP-Dol alpha-1,2-mannosyltransferase) (Dol-P-Man:Man(8)GlcNAc(2)-PP-Dol alpha-1,2-mannosyltransferase)	ALG9 DIBD1	Homo sapiens (Human)	611
Q9H6X2	Q9H6X2	reviewed	ANTR1_HUMAN	Anthrax toxin receptor 1 (Tumor endothelial marker 8)	ANTXR1 ATR TEM8	Homo sapiens (Human)	564
Q9H6X4	Q9H6X4	reviewed	TM134_HUMAN	Transmembrane protein 134	TMEM134	Homo sapiens (Human)	195
Q9H6X5	Q9H6X5	reviewed	CS044_HUMAN	Uncharacterized protein C19orf44	C19orf44	Homo sapiens (Human)	657
Q9H6Y2	Q9H6Y2	reviewed	WDR55_HUMAN	WD repeat-containing protein 55	WDR55	Homo sapiens (Human)	383
Q9H6Y5	Q9H6Y5	reviewed	MAGIX_HUMAN	PDZ domain-containing protein MAGIX	MAGIX	Homo sapiens (Human)	334
Q9H6Y7	Q9H6Y7	reviewed	RN167_HUMAN	E3 ubiquitin-protein ligase RNF167, EC 2.3.2.27 (RING finger protein 167)	RNF167 RING105 LP2254	Homo sapiens (Human)	350
Q9H6Z4	Q9H6Z4	reviewed	RANB3_HUMAN	Ran-binding protein 3, RanBP3	RANBP3	Homo sapiens (Human)	567
Q9H706	Q9H706	reviewed	GARE1_HUMAN	GRB2-associated and regulator of MAPK protein 1 (GRB2-associated and regulator of MAPK1)	GAREM1 C18orf11 FAM59A GAREM	Homo sapiens (Human)	876
Q9H714	Q9H714	reviewed	PACER_HUMAN	Protein associated with UVRAG as autophagy enhancer, Pacer (Protein Rubicon-like)	RUBCNL C13orf18 KIAA0226L	Homo sapiens (Human)	662
Q9H772	Q9H772	reviewed	GREM2_HUMAN	Gremlin-2 (Cysteine knot superfamily 1, BMP antagonist 2) (DAN domain family member 3) (Protein related to DAN and cerberus)	GREM2 CKTSF1B2 DAND3 PRDC	Homo sapiens (Human)	168
Q9H773	Q9H773	reviewed	DCTP1_HUMAN	dCTP pyrophosphatase 1, EC 3.6.1.12 (Deoxycytidine-triphosphatase 1, dCTPase 1) (RS21C6) (XTP3-transactivated gene A protein)	DCTPP1 XTP3TPA CDA03	Homo sapiens (Human)	170
