ENSG00000105939	ZC3HAV1
ENSG00000096384	HSP90AB1
ENSG00000107104	KANK1
ENSG00000129474	AJUBA
ENSG00000141956	PRDM15
ENSG00000131725	WDR44
ENSG00000185518	SV2B
ENSG00000138835	RGS3
ENSG00000070882	OSBPL3
ENSG00000126705	AHDC1
ENSG00000149564	ESAM
ENSG00000005810	MYCBP2
ENSG00000137857	DUOX1
ENSG00000124795	DEK
ENSG00000160049	DFFA
ENSG00000104067	TJP1
ENSG00000167535	CACNB3
ENSG00000046651	OFD1
ENSG00000247315	ZCCHC3
ENSG00000070882	OSBPL3
ENSG00000180921	FAM83H
ENSG00000152061	RABGAP1L
ENSG00000137574	TGS1
ENSG00000180357	ZNF609
ENSG00000197312	DDI2
ENSG00000092199	HNRNPC
ENSG00000078808	SDF4
ENSG00000101882	NKAP
ENSG00000173166	RAPH1
ENSG00000183023	SLC8A1
ENSG00000132688	NES
ENSG00000182511	FES
ENSG00000100714	MTHFD1
ENSG00000049283	EPN3
ENSG00000089351	GRAMD1A
ENSG00000089094	KDM2B
ENSG00000003400	CASP10
ENSG00000136205	TNS3
ENSG00000133111	RFXAP
ENSG00000134982	APC
ENSG00000104885	DOT1L
ENSG00000138398	PPIG
ENSG00000175467	SART1
ENSG00000088808	PPP1R13B
ENSG00000164061	BSN
ENSG00000072364	AFF4
ENSG00000100813	ACIN1
ENSG00000100351	GRAP2
ENSG00000132549	VPS13B
ENSG00000148396	SEC16A
ENSG00000148498	PARD3
ENSG00000163516	ANKZF1
ENSG00000122257	RBBP6
ENSG00000144554	FANCD2
ENSG00000114439	BBX
ENSG00000063046	EIF4B
ENSG00000137414	FAM8A1
ENSG00000127124	HIVEP3
ENSG00000159082	SYNJ1
ENSG00000123200	ZC3H13
ENSG00000111907	TPD52L1
ENSG00000164252	AGGF1
ENSG00000156802	ATAD2
ENSG00000040341	STAU2
ENSG00000159267	HLCS
ENSG00000101040	ZMYND8
ENSG00000126934	MAP2K2
ENSG00000033327	GAB2
ENSG00000156299	TIAM1
ENSG00000103671	TRIP4
ENSG00000115875	SRSF7
ENSG00000099783	HNRNPM
ENSG00000171345	KRT19
ENSG00000031081	ARHGAP31
ENSG00000076928	ARHGEF1
ENSG00000120688	WBP4
ENSG00000168672	FAM84B
ENSG00000135766	EGLN1
ENSG00000117877	CD3EAP
ENSG00000082438	COBLL1
ENSG00000064042	LIMCH1
ENSG00000174371	EXO1
ENSG00000077549	CAPZB
ENSG00000067369	TP53BP1
ENSG00000132849	PATJ
ENSG00000196923	PDLIM7
ENSG00000180900	SCRIB
ENSG00000126777	KTN1
ENSG00000180448	ARHGAP45
ENSG00000130479	MAP1S
ENSG00000174485	DENND4A
ENSG00000090615	GOLGA3
ENSG00000072110	ACTN1
ENSG00000141506	PIK3R5
ENSG00000099954	CECR2
ENSG00000143970	ASXL2
ENSG00000219607	PPP1R3G
ENSG00000154556	SORBS2
ENSG00000164309	CMYA5
ENSG00000131016	AKAP12
ENSG00000132485	ZRANB2
ENSG00000080802	CNOT4
ENSG00000167978	SRRM2
ENSG00000019144	PHLDB1
ENSG00000125686	MED1
ENSG00000150776	NKAPD1
ENSG00000150093	ITGB1
ENSG00000108395	TRIM37
ENSG00000077097	TOP2B
ENSG00000198909	MAP3K3
ENSG00000135052	GOLM1
ENSG00000130726	TRIM28
ENSG00000109171	SLAIN2
ENSG00000122257	RBBP6
ENSG00000163714	U2SURP
ENSG00000132622	HSPA12B
ENSG00000063046	EIF4B
ENSG00000204842	ATXN2
ENSG00000180921	FAM83H
ENSG00000171316	CHD7
ENSG00000132780	NASP
ENSG00000154783	FGD5
ENSG00000124383	MPHOSPH10
ENSG00000163132	MSX1
ENSG00000137962	ARHGAP29
ENSG00000100813	ACIN1
ENSG00000144028	SNRNP200
ENSG00000183765	CHEK2
ENSG00000011260	UTP18
ENSG00000164649	CDCA7L
ENSG00000163166	IWS1
ENSG00000133226	SRRM1
ENSG00000149929	HIRIP3
ENSG00000159140	SON
ENSG00000137699	TRIM29
ENSG00000116095	PLEKHA3
ENSG00000185345	PRKN
ENSG00000105609	LILRB5
ENSG00000141736	ERBB2
ENSG00000129667	RHBDF2
ENSG00000121104	FAM117A
ENSG00000136715	SAP130
ENSG00000104369	JPH1
ENSG00000106244	PDAP1
ENSG00000168143	FAM83B
ENSG00000088002	SULT2B1
ENSG00000100242	SUN2
ENSG00000167548	KMT2D
ENSG00000181191	PJA1
ENSG00000137962	ARHGAP29
ENSG00000166439	RNF169
ENSG00000166923	GREM1
ENSG00000029363	BCLAF1
ENSG00000123200	ZC3H13
ENSG00000118418	HMGN3
ENSG00000127616	SMARCA4
ENSG00000269335	IKBKG
ENSG00000179134	SAMD4B
ENSG00000100603	SNW1
ENSG00000137770	CTDSPL2
ENSG00000099849	RASSF7
ENSG00000096696	DSP
ENSG00000136279	DBNL
ENSG00000076650	GPATCH1
ENSG00000104413	ESRP1
ENSG00000167978	SRRM2
ENSG00000198010	DLGAP2
ENSG00000064989	CALCRL
ENSG00000104093	DMXL2
ENSG00000109920	FNBP4
ENSG00000174903	RAB1B
ENSG00000118308	LRMP
ENSG00000109944	JHY
ENSG00000085224	ATRX
ENSG00000123200	ZC3H13
ENSG00000169554	ZEB2
ENSG00000085224	ATRX
ENSG00000107372	ZFAND5
ENSG00000108021	FAM208B
ENSG00000115020	PIKFYVE
ENSG00000003756	RBM5
ENSG00000123200	ZC3H13
ENSG00000162599	NFIA
ENSG00000127603	MACF1
ENSG00000148690	FRA10AC1
ENSG00000133083	DCLK1
ENSG00000141522	ARHGDIA
ENSG00000165240	ATP7A
ENSG00000178209	PLEC
ENSG00000196405	EVL
ENSG00000159461	AMFR
ENSG00000072736	NFATC3
ENSG00000149273	RPS3
ENSG00000071564	TCF3
ENSG00000177169	ULK1
ENSG00000175866	BAIAP2
ENSG00000160691	SHC1
ENSG00000169925	BRD3
ENSG00000134504	KCTD1
ENSG00000175115	PACS1
ENSG00000104859	CLASRP
ENSG00000183495	EP400
ENSG00000136802	LRRC8A
ENSG00000104885	DOT1L
ENSG00000140464	PML
ENSG00000068400	GRIPAP1
ENSG00000169895	SYAP1
ENSG00000105289	TJP3
ENSG00000029725	RABEP1
ENSG00000003147	ICA1
ENSG00000089199	CHGB
ENSG00000174705	SH3PXD2B
ENSG00000156675	RAB11FIP1
ENSG00000108349	CASC3
ENSG00000128050	PAICS
ENSG00000139734	DIAPH3
ENSG00000124782	RREB1
ENSG00000135821	GLUL
ENSG00000108559	NUP88
ENSG00000161791	FMNL3
ENSG00000147394	ZNF185
ENSG00000120802	TMPO
ENSG00000068831	RASGRP2
ENSG00000107099	DOCK8
ENSG00000162775	RBM15
ENSG00000102935	ZNF423
ENSG00000157388	CACNA1D
ENSG00000104722	NEFM
ENSG00000116584	ARHGEF2
ENSG00000146457	WTAP
ENSG00000167978	SRRM2
ENSG00000160633	SAFB
ENSG00000110057	UNC93B1
ENSG00000198909	MAP3K3
ENSG00000124942	AHNAK
ENSG00000123200	ZC3H13
ENSG00000079691	CARMIL1
ENSG00000178096	BOLA1
ENSG00000099814	CEP170B
ENSG00000166963	MAP1A
ENSG00000141750	STAC2
ENSG00000038427	VCAN
ENSG00000082068	WDR70
ENSG00000100154	TTC28
ENSG00000139218	SCAF11
ENSG00000278540	ACACA
ENSG00000198399	ITSN2
ENSG00000167257	RNF214
ENSG00000164151	ICE1
ENSG00000214160	ALG3
ENSG00000105849	TWISTNB
ENSG00000173198	CYSLTR1
ENSG00000196141	SPATS2L
ENSG00000113356	POLR3G
ENSG00000171401	KRT13
ENSG00000164674	SYTL3
ENSG00000198826	ARHGAP11A
ENSG00000141027	NCOR1
ENSG00000180263	FGD6
ENSG00000110108	TMEM109
ENSG00000135999	EPC2
ENSG00000126822	PLEKHG3
ENSG00000142197	DOPEY2
ENSG00000100578	KIAA0586
ENSG00000149499	EML3
ENSG00000077420	APBB1IP
ENSG00000185386	MAPK11
ENSG00000130254	SAFB2
ENSG00000115020	PIKFYVE
ENSG00000130723	PRRC2B
ENSG00000106299	WASL
ENSG00000113240	CLK4
ENSG00000141564	RPTOR
ENSG00000198824	CHAMP1
ENSG00000166164	BRD7
ENSG00000101493	ZNF516
ENSG00000135111	TBX3
ENSG00000008952	SEC62
ENSG00000123240	OPTN
ENSG00000109184	DCUN1D4
ENSG00000084676	NCOA1
ENSG00000115325	DOK1
ENSG00000167522	ANKRD11
ENSG00000080815	PSEN1
ENSG00000170776	AKAP13
ENSG00000095794	CREM
ENSG00000107957	SH3PXD2A
ENSG00000104331	IMPAD1
ENSG00000214517	PPME1
ENSG00000099331	MYO9B
ENSG00000163539	CLASP2
ENSG00000120549	KIAA1217
ENSG00000159176	CSRP1
ENSG00000132356	PRKAA1
ENSG00000115183	TANC1
ENSG00000080824	HSP90AA1
ENSG00000056097	ZFR
ENSG00000005810	MYCBP2
ENSG00000136478	TEX2
ENSG00000124380	SNRNP27
ENSG00000164151	ICE1
ENSG00000075975	MKRN2
ENSG00000119203	CPSF3
ENSG00000186638	KIF24
ENSG00000163714	U2SURP
ENSG00000115306	SPTBN1
ENSG00000168564	CDKN2AIP
ENSG00000163798	SLC4A1AP
ENSG00000169375	SIN3A
ENSG00000070182	SPTB
ENSG00000131558	EXOC4
ENSG00000092841	MYL6
ENSG00000073910	FRY
ENSG00000157895	C12orf43
ENSG00000066279	ASPM
ENSG00000136152	COG3
ENSG00000103479	RBL2
ENSG00000120802	TMPO
ENSG00000105939	ZC3HAV1
ENSG00000111786	SRSF9
ENSG00000038358	EDC4
ENSG00000196367	TRRAP
ENSG00000101199	ARFGAP1
ENSG00000166963	MAP1A
ENSG00000075340	ADD2
ENSG00000126883	NUP214
ENSG00000167978	SRRM2
ENSG00000153201	RANBP2
ENSG00000105298	CACTIN
ENSG00000075218	GTSE1
ENSG00000091436	MAP3K20
ENSG00000196549	MME
ENSG00000169047	IRS1
ENSG00000074054	CLASP1
ENSG00000164440	TXLNB
ENSG00000101974	ATP11C
ENSG00000107929	LARP4B
ENSG00000152583	SPARCL1
ENSG00000124942	AHNAK
ENSG00000107863	ARHGAP21
ENSG00000061273	HDAC7
ENSG00000074657	ZNF532
ENSG00000117724	CENPF
ENSG00000112877	CEP72
ENSG00000133121	STARD13
ENSG00000214655	ZSWIM8
ENSG00000096696	DSP
ENSG00000180353	HCLS1
ENSG00000145730	PAM
ENSG00000157554	ERG
ENSG00000178105	DDX10
ENSG00000091986	CCDC80
ENSG00000136492	BRIP1
ENSG00000166669	ATF7IP2
ENSG00000029534	ANK1
ENSG00000133313	CNDP2
ENSG00000111725	PRKAB1
ENSG00000088833	NSFL1C
ENSG00000145016	RUBCN
ENSG00000109805	NCAPG
ENSG00000175115	PACS1
ENSG00000163840	DTX3L
ENSG00000155506	LARP1
ENSG00000113368	LMNB1
ENSG00000015153	YAF2
ENSG00000134748	PRPF38A
ENSG00000112701	SENP6
ENSG00000172164	SNTB1
ENSG00000136527	TRA2B
ENSG00000124942	AHNAK
ENSG00000130396	AFDN
ENSG00000134318	ROCK2
ENSG00000148143	ZNF462
ENSG00000164506	STXBP5
ENSG00000160007	ARHGAP35
ENSG00000165757	JCAD
ENSG00000164985	PSIP1
ENSG00000178209	PLEC
ENSG00000148840	PPRC1
ENSG00000117523	PRRC2C
ENSG00000160208	RRP1B
ENSG00000156970	BUB1B
ENSG00000039560	RAI14
ENSG00000097096	SYDE2
ENSG00000099290	WASHC2A
ENSG00000136111	TBC1D4
ENSG00000074755	ZZEF1
ENSG00000180921	FAM83H
ENSG00000108349	CASC3
ENSG00000100365	NCF4
ENSG00000060237	WNK1
ENSG00000168005	SPINDOC
ENSG00000124193	SRSF6
ENSG00000130479	MAP1S
ENSG00000168502	MTCL1
ENSG00000118785	SPP1
ENSG00000141456	PELP1
ENSG00000128881	TTBK2
ENSG00000131771	PPP1R1B
ENSG00000143970	ASXL2
ENSG00000188158	NHS
ENSG00000120159	CAAP1
ENSG00000104419	NDRG1
ENSG00000198758	EPS8L3
ENSG00000119397	CNTRL
ENSG00000107863	ARHGAP21
ENSG00000136861	CDK5RAP2
ENSG00000129422	MTUS1
ENSG00000135439	AGAP2
ENSG00000135480	KRT7
ENSG00000134242	PTPN22
ENSG00000093167	LRRFIP2
ENSG00000143476	DTL
ENSG00000167978	SRRM2
ENSG00000100342	APOL1
ENSG00000068305	MEF2A
ENSG00000104722	NEFM
ENSG00000137776	SLTM
ENSG00000162613	FUBP1
ENSG00000177051	FBXO46
ENSG00000230873	STMND1
ENSG00000130669	PAK4
ENSG00000099812	MISP
ENSG00000143390	RFX5
ENSG00000166037	CEP57
ENSG00000129657	SEC14L1
ENSG00000105321	CCDC9
ENSG00000150760	DOCK1
ENSG00000162601	MYSM1
ENSG00000135540	NHSL1
ENSG00000106772	PRUNE2
ENSG00000176994	SMCR8
ENSG00000169710	FASN
ENSG00000037474	NSUN2
ENSG00000126822	PLEKHG3
ENSG00000168615	ADAM9
ENSG00000184304	PRKD1
ENSG00000105122	RASAL3
ENSG00000048392	RRM2B
ENSG00000177374	HIC1
ENSG00000139687	RB1
ENSG00000125352	RNF113A
ENSG00000176842	IRX5
ENSG00000174996	KLC2
ENSG00000215114	UBXN2B
ENSG00000101040	ZMYND8
ENSG00000196235	SUPT5H
ENSG00000003756	RBM5
ENSG00000156802	ATAD2
ENSG00000138688	KIAA1109
ENSG00000128487	SPECC1
ENSG00000081014	AP4E1
ENSG00000141664	ZCCHC2
ENSG00000038358	EDC4
ENSG00000132424	PNISR
ENSG00000169064	ZBBX
ENSG00000188906	LRRK2
ENSG00000185049	NELFA
ENSG00000171016	PYGO1
ENSG00000050820	BCAR1
ENSG00000108100	CCNY
ENSG00000206503	HLA-A
ENSG00000143850	PLEKHA6
ENSG00000137601	NEK1
ENSG00000277443	MARCKS
ENSG00000148773	MKI67
ENSG00000204262	COL5A2
ENSG00000101745	ANKRD12
ENSG00000111834	RSPH4A
ENSG00000121068	TBX2
ENSG00000196914	ARHGEF12
ENSG00000126391	FRMD8
ENSG00000125753	VASP
ENSG00000130939	UBE4B
ENSG00000117640	MTFR1L
ENSG00000119280	C1orf198
ENSG00000079308	TNS1
ENSG00000099308	MAST3
ENSG00000105127	AKAP8
ENSG00000168542	COL3A1
ENSG00000168944	CEP120
ENSG00000104218	CSPP1
ENSG00000127947	PTPN12
ENSG00000073712	FERMT2
ENSG00000131149	GSE1
ENSG00000166947	EPB42
ENSG00000204131	NHSL2
ENSG00000167566	NCKAP5L
ENSG00000198876	DCAF12
ENSG00000163002	NUP35
ENSG00000213516	RBMXL1
ENSG00000196923	PDLIM7
ENSG00000127603	MACF1
ENSG00000145703	IQGAP2
ENSG00000114857	NKTR
ENSG00000148773	MKI67
ENSG00000143324	XPR1
ENSG00000198824	CHAMP1
ENSG00000140396	NCOA2
ENSG00000172869	DMXL1
ENSG00000153827	TRIP12
ENSG00000072041	SLC6A15
ENSG00000048828	FAM120A
ENSG00000159753	CARMIL2
ENSG00000110321	EIF4G2
ENSG00000106665	CLIP2
ENSG00000135486	HNRNPA1
ENSG00000067334	DNTTIP2
ENSG00000077235	GTF3C1
ENSG00000168010	ATG16L2
ENSG00000012211	PRICKLE3
ENSG00000176788	BASP1
ENSG00000162441	LZIC
ENSG00000143702	CEP170
ENSG00000130723	PRRC2B
ENSG00000105122	RASAL3
ENSG00000171843	MLLT3
ENSG00000158545	ZC3H18
ENSG00000086015	MAST2
ENSG00000165804	ZNF219
ENSG00000062650	WAPL
ENSG00000163125	RPRD2
ENSG00000140455	USP3
ENSG00000077254	USP33
ENSG00000106299	WASL
ENSG00000115355	CCDC88A
ENSG00000159840	ZYX
ENSG00000170776	AKAP13
ENSG00000167670	CHAF1A
ENSG00000175084	DES
ENSG00000124126	PREX1
ENSG00000106686	SPATA6L
ENSG00000185567	AHNAK2
ENSG00000140682	TGFB1I1
ENSG00000151779	NBAS
ENSG00000143776	CDC42BPA
ENSG00000077097	TOP2B
ENSG00000113916	BCL6
ENSG00000198924	DCLRE1A
ENSG00000188994	ZNF292
ENSG00000157077	ZFYVE9
ENSG00000085733	CTTN
ENSG00000143624	INTS3
ENSG00000096060	FKBP5
ENSG00000172661	WASHC2C
ENSG00000169220	RGS14
ENSG00000100207	TCF20
ENSG00000167978	SRRM2
ENSG00000168502	MTCL1
ENSG00000136802	LRRC8A
ENSG00000166598	HSP90B1
ENSG00000127483	HP1BP3
ENSG00000123200	ZC3H13
ENSG00000106144	CASP2
ENSG00000140563	MCTP2
ENSG00000120458	MSANTD2
ENSG00000124831	LRRFIP1
ENSG00000178209	PLEC
ENSG00000088038	CNOT3
ENSG00000137699	TRIM29
ENSG00000126883	NUP214
ENSG00000130669	PAK4
ENSG00000134909	ARHGAP32
ENSG00000147394	ZNF185
ENSG00000124193	SRSF6
ENSG00000138434	SSFA2
ENSG00000070010	UFD1
ENSG00000163625	WDFY3
ENSG00000115677	HDLBP
ENSG00000114993	RTKN
ENSG00000134769	DTNA
ENSG00000149115	TNKS1BP1
ENSG00000013810	TACC3
ENSG00000203867	RBM20
ENSG00000186566	GPATCH8
ENSG00000155974	GRIP1
ENSG00000128512	DOCK4
ENSG00000162650	ATXN7L2
ENSG00000127022	CANX
ENSG00000010292	NCAPD2
ENSG00000151304	SRFBP1
ENSG00000031823	RANBP3
ENSG00000163214	DHX57
ENSG00000105699	LSR
ENSG00000101974	ATP11C
ENSG00000070814	TCOF1
ENSG00000119318	RAD23B
ENSG00000165494	PCF11
ENSG00000026025	VIM
ENSG00000115875	SRSF7
ENSG00000188549	CCDC9B
ENSG00000133226	SRRM1
ENSG00000096401	CDC5L
ENSG00000134644	PUM1
ENSG00000124942	AHNAK
ENSG00000164548	TRA2A
ENSG00000080493	SLC4A4
ENSG00000198265	HELZ
ENSG00000145362	ANK2
ENSG00000154767	XPC
ENSG00000168385	SEPT2
ENSG00000178209	PLEC
ENSG00000148175	STOM
ENSG00000167971	CASKIN1
ENSG00000142546	NOSIP
ENSG00000215021	PHB2
ENSG00000114346	ECT2
ENSG00000126883	NUP214
ENSG00000124942	AHNAK
ENSG00000102900	NUP93
ENSG00000171346	KRT15
ENSG00000079308	TNS1
ENSG00000099260	PALMD
ENSG00000165757	JCAD
ENSG00000203485	INF2
ENSG00000108349	CASC3
ENSG00000197226	TBC1D9B
ENSG00000068831	RASGRP2
ENSG00000156738	MS4A1
ENSG00000137275	RIPK1
ENSG00000204219	TCEA3
ENSG00000110934	BIN2
ENSG00000126822	PLEKHG3
ENSG00000168303	MPLKIP
ENSG00000103319	EEF2K
ENSG00000140836	ZFHX3
ENSG00000113387	SUB1
ENSG00000167978	SRRM2
ENSG00000094916	CBX5
ENSG00000060138	YBX3
ENSG00000138604	GLCE
ENSG00000125818	PSMF1
ENSG00000106367	AP1S1
ENSG00000177469	CAVIN1
ENSG00000183765	CHEK2
ENSG00000007392	LUC7L
ENSG00000010072	SPRTN
ENSG00000140836	ZFHX3
ENSG00000142197	DOPEY2
ENSG00000075292	ZNF638
ENSG00000108344	PSMD3
ENSG00000131016	AKAP12
ENSG00000050327	ARHGEF5
ENSG00000079691	CARMIL1
ENSG00000157933	SKI
ENSG00000186111	PIP5K1C
ENSG00000117228	GBP1
ENSG00000130559	CAMSAP1
ENSG00000147649	MTDH
ENSG00000108100	CCNY
ENSG00000110693	SOX6
ENSG00000173166	RAPH1
ENSG00000166716	ZNF592
ENSG00000133422	MORC2
ENSG00000021762	OSBPL5
ENSG00000182809	CRIP2
ENSG00000221978	CCNL2
ENSG00000277443	MARCKS
ENSG00000166483	WEE1
ENSG00000109920	FNBP4
ENSG00000136830	FAM129B
ENSG00000089199	CHGB
ENSG00000003756	RBM5
ENSG00000244486	SCARF2
ENSG00000162302	RPS6KA4
ENSG00000123200	ZC3H13
ENSG00000130816	DNMT1
ENSG00000132716	DCAF8
ENSG00000132356	PRKAA1
ENSG00000115808	STRN
ENSG00000067369	TP53BP1
ENSG00000141582	CBX4
ENSG00000148396	SEC16A
ENSG00000126461	SCAF1
ENSG00000151150	ANK3
ENSG00000071967	CYBRD1
ENSG00000116863	ADPRHL2
ENSG00000035403	VCL
ENSG00000134644	PUM1
ENSG00000132359	RAP1GAP2
ENSG00000135046	ANXA1
ENSG00000131016	AKAP12
ENSG00000117724	CENPF
ENSG00000050405	LIMA1
ENSG00000105122	RASAL3
ENSG00000196872	KIAA1211L
ENSG00000149503	INCENP
ENSG00000148426	PROSER2
ENSG00000170561	IRX2
ENSG00000198010	DLGAP2
ENSG00000239306	RBM14
ENSG00000112739	PRPF4B
ENSG00000123200	ZC3H13
ENSG00000170832	USP32
ENSG00000058729	RIOK2
ENSG00000104067	TJP1
ENSG00000135540	NHSL1
ENSG00000189319	FAM53B
ENSG00000183248	PRR36
ENSG00000155974	GRIP1
ENSG00000107560	RAB11FIP2
ENSG00000182253	SYNM
ENSG00000187867	PALM3
ENSG00000204209	DAXX
ENSG00000104964	AES
ENSG00000135480	KRT7
ENSG00000159086	PAXBP1
ENSG00000205726	ITSN1
ENSG00000113889	KNG1
ENSG00000008056	SYN1
ENSG00000131697	NPHP4
ENSG00000186174	BCL9L
ENSG00000176092	CRYBG2
ENSG00000152661	GJA1
ENSG00000008294	SPAG9
ENSG00000146143	PRIM2
ENSG00000116350	SRSF4
ENSG00000133065	SLC41A1
ENSG00000091640	SPAG7
ENSG00000079308	TNS1
ENSG00000159314	ARHGAP27
ENSG00000137337	MDC1
ENSG00000103404	USP31
ENSG00000146094	DOK3
ENSG00000185122	HSF1
ENSG00000124788	ATXN1
ENSG00000132780	NASP
ENSG00000071082	RPL31
ENSG00000031003	FAM13B
ENSG00000015285	WAS
ENSG00000101336	HCK
ENSG00000035928	RFC1
ENSG00000155755	TMEM237
ENSG00000148396	SEC16A
ENSG00000169398	PTK2
ENSG00000277363	SRCIN1
ENSG00000054118	THRAP3
ENSG00000163214	DHX57
ENSG00000004776	HSPB6
ENSG00000089199	CHGB
ENSG00000133805	AMPD3
ENSG00000197077	KIAA1671
ENSG00000154914	USP43
ENSG00000006712	PAF1
ENSG00000100296	THOC5
ENSG00000153207	AHCTF1
ENSG00000116117	PARD3B
ENSG00000126217	MCF2L
ENSG00000182718	ANXA2
ENSG00000163625	WDFY3
ENSG00000198730	CTR9
ENSG00000065882	TBC1D1
ENSG00000166068	SPRED1
ENSG00000203965	EFCAB7
ENSG00000120314	WDR55
ENSG00000167978	SRRM2
ENSG00000152193	RNF219
ENSG00000187555	USP7
ENSG00000077235	GTF3C1
ENSG00000166592	RRAD
ENSG00000165494	PCF11
ENSG00000198087	CD2AP
ENSG00000111266	DUSP16
ENSG00000164068	RNF123
ENSG00000152795	HNRNPDL
ENSG00000166833	NAV2
ENSG00000167978	SRRM2
ENSG00000132688	NES
ENSG00000128050	PAICS
ENSG00000088367	EPB41L1
ENSG00000131966	ACTR10
ENSG00000177030	DEAF1
ENSG00000074657	ZNF532
ENSG00000159082	SYNJ1
ENSG00000174197	MGA
ENSG00000165934	CPSF2
ENSG00000153201	RANBP2
ENSG00000094880	CDC23
ENSG00000101199	ARFGAP1
ENSG00000149182	ARFGAP2
ENSG00000180776	ZDHHC20
ENSG00000070047	PHRF1
ENSG00000106829	TLE4
ENSG00000167447	SMG8
ENSG00000171940	ZNF217
ENSG00000067225	PKM
ENSG00000144283	PKP4
ENSG00000188783	PRELP
ENSG00000109171	SLAIN2
ENSG00000178188	SH2B1
ENSG00000081277	PKP1
ENSG00000100226	GTPBP1
ENSG00000064042	LIMCH1
ENSG00000112079	STK38
ENSG00000091732	ZC3HC1
ENSG00000127124	HIVEP3
ENSG00000124782	RREB1
ENSG00000102221	JADE3
ENSG00000105289	TJP3
ENSG00000118200	CAMSAP2
ENSG00000100285	NEFH
ENSG00000197822	OCLN
ENSG00000182866	LCK
ENSG00000159173	TNNI1
ENSG00000108021	FAM208B
ENSG00000179051	RCC2
ENSG00000147459	DOCK5
ENSG00000137497	NUMA1
ENSG00000198000	NOL8
ENSG00000143772	ITPKB
ENSG00000165699	TSC1
ENSG00000129173	E2F8
ENSG00000131747	TOP2A
ENSG00000225190	PLEKHM1
ENSG00000067369	TP53BP1
ENSG00000100813	ACIN1
ENSG00000103994	ZNF106
ENSG00000065883	CDK13
ENSG00000138439	FAM117B
ENSG00000082805	ERC1
ENSG00000134369	NAV1
ENSG00000064545	TMEM161A
ENSG00000159140	SON
ENSG00000277639	AC007906.2
ENSG00000105939	ZC3HAV1
ENSG00000167258	CDK12
ENSG00000211896	IGHG1
ENSG00000137699	TRIM29
ENSG00000134250	NOTCH2
ENSG00000170579	DLGAP1
ENSG00000109944	JHY
ENSG00000151208	DLG5
ENSG00000133619	KRBA1
ENSG00000197892	KIF13B
ENSG00000167978	SRRM2
ENSG00000198901	PRC1
ENSG00000115694	STK25
ENSG00000184481	FOXO4
ENSG00000168517	HEXIM2
ENSG00000171316	CHD7
ENSG00000163840	DTX3L
ENSG00000160185	UBASH3A
ENSG00000188529	SRSF10
ENSG00000164061	BSN
ENSG00000206530	CFAP44
ENSG00000134909	ARHGAP32
ENSG00000019582	CD74
ENSG00000135655	USP15
ENSG00000055609	KMT2C
ENSG00000066027	PPP2R5A
ENSG00000173517	PEAK1
ENSG00000127152	BCL11B
ENSG00000129422	MTUS1
ENSG00000095951	HIVEP1
ENSG00000185811	IKZF1
ENSG00000179889	PDXDC1
ENSG00000165219	GAPVD1
ENSG00000131747	TOP2A
ENSG00000111641	NOP2
ENSG00000143624	INTS3
ENSG00000149929	HIRIP3
ENSG00000012983	MAP4K5
ENSG00000095951	HIVEP1
ENSG00000079616	KIF22
ENSG00000186847	KRT14
ENSG00000161011	SQSTM1
ENSG00000148498	PARD3
ENSG00000185477	GPRIN3
ENSG00000186081	KRT5
ENSG00000122566	HNRNPA2B1
ENSG00000007080	CCDC124
ENSG00000181555	SETD2
ENSG00000160213	CSTB
ENSG00000119707	RBM25
ENSG00000147677	EIF3H
ENSG00000189060	H1F0
ENSG00000008294	SPAG9
ENSG00000135631	RAB11FIP5
ENSG00000154380	ENAH
ENSG00000166963	MAP1A
ENSG00000137309	HMGA1
ENSG00000168303	MPLKIP
ENSG00000095951	HIVEP1
ENSG00000197077	KIAA1671
ENSG00000175984	DENND2C
ENSG00000075651	PLD1
ENSG00000007202	KIAA0100
ENSG00000146674	IGFBP3
ENSG00000136636	KCTD3
ENSG00000167978	SRRM2
ENSG00000100664	EIF5
ENSG00000135148	TRAFD1
ENSG00000156299	TIAM1
ENSG00000114331	ACAP2
ENSG00000168016	TRANK1
ENSG00000173210	ABLIM3
ENSG00000149115	TNKS1BP1
ENSG00000152767	FARP1
ENSG00000147799	ARHGAP39
ENSG00000132688	NES
ENSG00000169871	TRIM56
ENSG00000171560	FGA
ENSG00000175137	SH3BP5L
ENSG00000157227	MMP14
ENSG00000170776	AKAP13
ENSG00000069020	MAST4
ENSG00000104897	SF3A2
ENSG00000069020	MAST4
ENSG00000171813	PWWP2B
ENSG00000172349	IL16
ENSG00000180228	PRKRA
ENSG00000175216	CKAP5
ENSG00000080839	RBL1
ENSG00000275342	PRAG1
ENSG00000131437	KIF3A
ENSG00000171992	SYNPO
ENSG00000101577	LPIN2
ENSG00000172020	GAP43
ENSG00000167644	C19orf33
ENSG00000132780	NASP
ENSG00000148925	BTBD10
ENSG00000140968	IRF8
ENSG00000177917	ARL6IP6
ENSG00000196498	NCOR2
ENSG00000204574	ABCF1
ENSG00000013441	CLK1
ENSG00000180488	MIGA1
ENSG00000074054	CLASP1
ENSG00000197763	TXNRD3
ENSG00000163125	RPRD2
ENSG00000167978	SRRM2
ENSG00000033170	FUT8
ENSG00000107281	NPDC1
ENSG00000180921	FAM83H
ENSG00000183864	TOB2
ENSG00000152404	CWF19L2
ENSG00000116062	MSH6
